67.265,7624
22.325,7648.4
29.617,7746.4
73.516,7745.3
64.784,7697.1
58.492,7626.2
61.909,7688.5
39.74,7694.8
24.081,7690.7
97.268,7760.8
106.93,7733
38.667,7636.9
21.936,7762.3
44.864,7731.4
41.197,7694
3.0772,7741.1
7698.5,2861.1
7776.3,2874.1
7686.5,2881.9
7635.5,2788.7
7626,2716.7
7738.9,2773.9
7676.9,2890.1
7629.3,2794.1
7677.1,2776.7
7699,2862.9
7627.7,2954.1
7628.4,2908
7711,2866.7
7606.2,2820.9
7646.4,2804.6
7596.8,2729.1
7655,2757.6
7677.5,2832.9
7646.4,2872.3
7644.7,2843.5
7568.1,2867
8095.1,8817.2
8121.3,8788.9
8114.9,8812.4
8154.7,8807.7
8199.4,8747.5
8162.5,8747.3
8150.5,8813.9
8158.6,8829.2
8045.8,8808
8165.4,8709.3
8261.8,8816.6
8152.6,8914.5
8211.5,8850.8
8113.4,8856.1
8136.2,8720.9
8171.1,8748.8
8128.3,8861.2
8139.7,8775.4
8240.2,8695
8182.1,8851.4
8204.8,8853.7
8176.6,8787.3
8186.3,8818.1
8156.6,8730.9
4184.4,6583.4
4091.6,6759.1
4076.3,6779.6
3967.7,6712.5
4075.1,6768.9
4117.5,6803
4066.3,6645.9
4175.2,6669.6
4071.9,6770.9
4116.1,6662.6
4084.9,6671.2
4093.4,6678.1
4122.3,6753
4006.3,6737.9
4115.8,6776.5
4129.7,6699.7
4121.2,6653.4
4123.6,6735.8
4163.9,6709.6
9430.3,8082.2
9405.7,8096.2
9342.9,8091.3
9308.3,8080
9363.9,8043.8
9365,8176.1
9348.9,8132.7
9407.3,8057
9309.8,8065.6
9321.5,8042.6
9263.1,8162.4
9320.8,8111.3
9349.5,8059.2
9315.7,8150.1
9387.3,8025.6
9291.9,7945
9387.4,8065.7
6044.2,7373.1
6136.6,7264.3
6144.7,7348
6135.3,7400.4
6075.6,7329.7
6172.9,7310.5
6148.7,7315.5
6103.6,7336.9
6087.9,7318.8
6060.2,7301.3
6115.5,7305
6058.3,7358.5
6242.9,7332.5
6177.7,7294.6
6096.6,7268.2
6205.6,7297.3
6127.5,7300.7
6120.8,7388.8
6141.6,7298.8
6113.8,7289.8
6133.5,7361.9
6087.7,7358.7
6118.9,7366.2
6114.2,7380.7
6201.1,7460
6108.9,7361.7
6182.8,7453.3
6119.3,7348.7
8192.2,2386.5
8092.1,2279.6
8217.1,2440.4
8105.2,2513.8
8116.7,2368.8
8217.2,2397.6
8123.9,2482.1
8079.2,2320.1
8212.4,2507.9
8033.3,2465.9
8128.6,2485
8158.4,2376
8162.2,2403.5
8187.1,2436.9
8137.8,2481.3
8142,2426.8
8164.4,2434.2
8057.5,2410.8
8097.1,2374.7
8060.5,2407.2
4403.5,7115.7
4400.6,7186.2
4412.4,7097.9
4358.2,7099.6
4392.2,6996.9
4393.1,7183.7
4431.4,7045.8
4337.4,7106
4324,7128.1
4514.4,7069.4
4370,7081.5
4424.1,7129.2
4449.6,7112.6
4408,7048.1
4418.7,7160.5
4407.8,7075.5
4407.5,7093.6
4401,7025.5
4465.4,7099.2
4386.4,7064
9540.5,8022.6
9501.9,8075.7
9517.7,8016
9578.1,8054.4
9544.8,8087.5
9484,8051.1
9459.2,8136.4
9443.4,8109.1
9479.3,8100.3
9580.1,8001.4
9542.1,8061.8
9500.1,8083.5
9586.5,8180.4
9484.8,8092.7
9638.6,8080
9556.6,8003.6
9477.6,8034.1
9556.2,8080.9
3676.2,2091.2
3725.1,2111.9
3714.7,2160.2
3753.7,2014.5
3658.3,2093.5
3792.2,2109.2
3740.6,2115.8
3691.7,2062.6
3671.8,2012.1
3787.1,2098.9
3575.6,2204.6
3724.8,2056.3
3649.2,2119.5
3773.8,2102.3
3670.4,2129.7
3656.9,2207.6
3680.3,2091.4
3675.1,2123.1
7486.9,3721.1
7490.5,3686
7503.6,3660.2
7308.7,3701.9
7562.1,3769.5
7450.1,3854.3
7509.8,3783.7
7439.2,3732.6
7561.5,3752
7433.2,3830.7
7437.1,3734
7451.3,3724.3
7416.2,3627.2
7505.9,3763
7509.1,3763.6
7469.1,3740.8
7564,3681.1
7439.3,3728.8
7409.9,3716.1
7428.8,3704.3
7468.7,3681.4
7427.3,3712.6
7615.5,3780.1
7439.8,3715.2
2428.6,7762.1
2408.8,7758.7
2451.7,7853.6
2494.4,7815.6
2481.9,7767.6
2421.3,7726.6
2511.2,7762.9
2389.5,7808.5
2457.5,7759.8
2419.6,7851.9
2479.1,7850.9
2438.4,7731.6
2499,7866.9
2429.9,7853
2372.6,7790.9
2508.8,7819.7
2485.1,7764
2515.7,7808
2418.5,7795.2
