0.45291,0.65947
0.66662,0.80264
0.54929,0.4622
0.19543,0.84942
0.53049,0.28215
0.78088,0.30124
0.83147,0.27016
0.23165,0.62489
0.10446,0.81854
0.55806,0.47703
0.51618,0.86988
0.33436,0.15261
0.2655,0.007538
0.48593,0.31843
0.24936,0.90958
0.16461,0.12922
0.3888,0.22858
0.60227,0.22955
0.18439,0.0062134
0.4738,0.1413
0.72849,0.32505
0.17131,0.73464
0.73774,0.45556
0.39803,0.15958
0.92823,0.34368
0.86352,0.74782
0.76296,0.22549
0.79074,0.52423
0.040898,0.063981
0.99545,0.61622
0.37643,0.094391
0.061242,0.038894
0.78936,0.92752
0.50351,0.24905
0.45273,0.78658
0.24622,0.4463
0.33903,0.35351
0.54014,0.40395
0.96721,0.45774
0.20308,0.085124
0.55292,0.75778
0.34957,0.053294
0.11118,0.5063
0.95706,0.087412
0.25911,0.0032226
0.016455,0.36973
0.25779,0.37654
0.58608,0.88016
0.11371,0.30471
0.26998,0.73506
0.94103,0.45587
0.089099,0.0087493
0.19263,0.67001
0.43403,0.82893
0.65286,0.7019
0.11765,0.73605
0.89417,0.52174
0.61419,0.45279
0.57625,0.67616
0.91118,0.5889
0.59217,0.80182
0.056739,0.57816
0.74613,0.11869
0.66081,0.97531
0.63249,0.99656
0.49648,0.86236
0.8704,0.17243
0.80259,0.86702
0.064561,0.38351
0.59602,0.78832
0.039147,0.51127
0.038399,0.70053
0.64616,0.15906
0.85871,0.43556
0.52541,0.79993
0.37948,0.017743
0.86783,0.80109
0.52358,0.49629
0.95486,0.12796
0.25777,0.34401
0.8191,0.86494
0.24475,0.90293
0.47274,0.048809
0.37421,0.80793
0.69596,0.33669
0.87915,0.16165
0.37827,0.65854
0.44758,0.52895
0.22633,0.11812
0.66217,0.54926
0.50983,0.32904
0.017774,0.28135
0.63683,0.69679
0.15568,0.38497
0.25906,0.98741
0.55032,0.27129
0.3026,0.097791
0.0017683,0.97489
0.26855,0.77166
0.41509,0.66147
0.41458,0.98047
0.7516,0.26165
0.44873,0.92612
0.71206,0.25571
0.78435,0.64208
0.66974,0.43185
0.24916,0.27185
0.95091,0.12229
0.051728,0.69346
0.56888,0.25778
0.98606,0.93603
0.47494,0.136
0.75773,0.10603
0.2543,0.21452
0.38819,0.99205
0.4399,0.73684
0.61485,0.58434
0.97057,0.18816
0.21588,0.11988
0.485,0.91637
0.98537,0.71602
0.86619,0.98322
0.9794,0.85542
0.93237,0.89575
0.94588,0.00083842
0.72985,0.95372
0.70434,0.78771
0.46743,0.21134
0.36369,0.74948
0.94985,0.60037
0.87156,0.27739
0.5883,0.18652
0.67746,0.94353
0.91574,0.22778
0.74601,0.90014
0.89136,0.34152
0.86612,0.84183
0.11618,0.71988
0.26329,0.97835
0.61137,0.94106
0.10751,0.79964
0.5912,0.76412
0.78314,0.54586
0.60395,0.73343
0.56919,0.45757
0.48899,0.19865
0.88735,0.30889
0.54748,0.46713
0.90218,0.86672
0.63073,0.40458
0.62454,0.74075
0.68377,0.034501
0.60158,0.35762
0.11448,0.36084
0.98677,0.25241
0.30387,0.22886
0.55264,0.065347
0.38997,0.063697
0.35541,0.63483
0.26071,0.97573
0.98228,0.035834
0.92613,0.8517
0.04537,0.63906
0.041678,0.2732
0.21113,0.44934
0.56074,0.75464
0.7437,0.65473
0.6892,0.062109
0.074485,0.80508
0.63976,0.76468
0.42472,0.10002
0.2141,0.64086
0.62723,0.34999
0.32294,0.52769
0.43852,0.53367
0.19793,0.58056
0.56964,0.65675
0.89737,0.052143
0.84836,0.19327
0.53996,0.604
0.47252,0.75784
0.15613,0.37484
0.18775,0.57605
0.23944,0.65731
0.60856,0.14305
0.92966,0.59942
0.64274,0.054573
0.99601,0.14652
0.33157,0.18285
0.031199,0.42727
0.89059,0.50095
0.31693,0.71277
0.4334,0.56561
0.2894,0.18689
0.31333,0.19087
0.31821,0.11126
0.37749,0.082207
0.66883,0.49682
0.61111,0.35056
0.80409,0.94887
0.75416,0.96232
0.21357,0.54854
0.73521,0.75759
0.4774,0.36478
0.22997,0.053937
0.92372,0.30647
0.13154,0.3462
0.842,0.6321
0.52053,0.64885
0.76314,0.221
0.65497,0.65673
0.42383,0.1733
0.97952,0.62661
0.66007,0.68462
0.46132,0.95831
0.62799,0.34498
0.025841,0.049979
0.60778,0.93317
0.35722,0.395
0.76633,0.693
0.053936,0.53637
0.73628,0.49316
0.29147,0.18581
0.99691,0.84542
0.72924,0.34388
0.91885,0.6947
0.98824,0.32824
0.047819,0.85018
0.59022,0.19586
0.036034,0.24281
0.77004,0.61247
0.35314,0.59074
0.70275,0.32572
0.20069,0.47696
0.40752,0.73649
0.12323,0.52537
0.41634,0.49068
0.93404,0.92243
0.87996,0.44535
0.44555,0.18946
0.68887,0.32178
0.14779,0.10365
0.6698,0.89508
0.19555,0.40476
0.61004,0.22246
0.28283,0.57618
0.7203,0.73542
0.74287,0.99985
0.67951,0.87909
0.64255,0.75504
0.68642,0.73336
0.11538,0.55232
0.41315,0.92308
0.39621,0.79306
0.88579,0.72673
0.024794,0.55396
0.31862,0.48497
0.22684,0.37993
0.43461,0.57702
0.69638,0.83473
0.66458,0.31456
0.61349,0.35028
0.8149,0.0072085
0.52548,0.70884
0.4154,0.0028586
0.57639,0.88672
0.51408,0.94116
0.52559,0.41038
0.80945,0.28759
0.19605,0.46394
0.90093,0.93679
0.87813,0.13594
0.45896,0.50821
0.31349,0.13475
0.028099,0.17407
0.32257,0.83385
0.33111,0.48068
0.12967,0.79647
0.25601,0.91477
0.79372,0.31555
0.79527,0.4185
0.8515,0.95587
0.63789,0.29835
0.33755,0.54301
